,Unnamed: 0,time
142,142,45014.54792
143,143,45014.54722
144,144,45014.54653
145,145,45014.54583
146,146,45014.54514
147,147,45014.54444
148,148,45014.54375
149,149,45014.54306
150,150,45014.54236
151,151,45014.54167
152,152,45014.54097
153,153,45014.54028
154,154,45014.53958
155,155,45014.53889
156,156,45014.53819
157,157,45014.5375
158,158,45014.53681
159,159,45014.53611
160,160,45014.53542
161,161,45014.53472
162,162,45014.53403
163,163,45014.53333
164,164,45014.53264
165,165,45014.53194
166,166,45014.53125
167,167,45014.53056
168,168,45014.52986
169,169,45014.52917
170,170,45014.52847
171,171,45014.52778
172,172,45014.52708
173,173,45014.52639
174,174,45014.52569
175,175,45014.525
176,176,45014.52431
177,177,45014.52361
178,178,45014.52292
179,179,45014.52222
180,180,45014.52153
181,181,45014.52083
182,182,45014.52014
183,183,45014.51944
184,184,45014.51875
185,185,45014.51806
186,186,45014.51736
187,187,45014.51667
188,188,45014.51597
189,189,45014.51528
190,190,45014.51458
191,191,45014.51389
192,192,45014.51319
193,193,45014.5125
194,194,45014.51181
195,195,45014.51111
196,196,45014.51042
197,197,45014.50972
198,198,45014.50903
199,199,45014.50833
200,200,45014.50764
201,201,45014.50694
202,202,45014.50625
203,203,45014.50556
204,204,45014.50486
205,205,45014.50417
206,206,45014.50347
207,207,45014.50278
208,208,45014.50208
209,209,45014.50139
210,210,45014.50069
211,211,45014.5
212,212,45014.49931
213,213,45014.49861
214,214,45014.49792
215,215,45014.49722
216,216,45014.49653
217,217,45014.49583
218,218,45014.49514
219,219,45014.49444
220,220,45014.49375
221,221,45014.49306
222,222,45014.49236
223,223,45014.49167
224,224,45014.49097
225,225,45014.49028
226,226,45014.48958
227,227,45014.48889
228,228,45014.48819
229,229,45014.4875
230,230,45014.48681
231,231,45014.48611
232,232,45014.48542
233,233,45014.48472
234,234,45014.48403
235,235,45014.48333
236,236,45014.48264
237,237,45014.48194
238,238,45014.48125
239,239,45014.48056
240,240,45014.47986
241,241,45014.47917
242,242,45014.47847
243,243,45014.47778
244,244,45014.47708
245,245,45014.47639
246,246,45014.47569
247,247,45014.475
248,248,45014.47431
249,249,45014.47361
250,250,45014.47292
251,251,45014.47222
252,252,45014.47153
253,253,45014.47083
254,254,45014.47014
255,255,45014.46944
256,256,45014.46875
257,257,45014.46806
258,258,45014.46736
259,259,45014.46667
260,260,45014.46597
261,261,45014.46528
262,262,45014.46458
263,263,45014.46389
264,264,45014.46319
265,265,45014.4625
266,266,45014.46181
267,267,45014.46111
268,268,45014.46042
269,269,45014.45972
270,270,45014.45903
271,271,45014.45833
272,272,45014.45764
273,273,45014.45694
274,274,45014.45625
275,275,45014.45556
276,276,45014.45486
277,277,45014.45417
278,278,45014.45347
279,279,45014.45278
280,280,45014.45208
281,281,45014.45139
282,282,45014.45069
283,283,45014.45
284,284,45014.44931
285,285,45014.44861
286,286,45014.44792
287,287,45014.44722
288,288,45014.44653
289,289,45014.44583
290,290,45014.44514
291,291,45014.44444
292,292,45014.44375
293,293,45014.44306
294,294,45014.44236
295,295,45014.44167
296,296,45014.44097
297,297,45014.44028
298,298,45014.43958
299,299,45014.43889
300,300,45014.43819
301,301,45014.4375
302,302,45014.43681
303,303,45014.43611
304,304,45014.43542
305,305,45014.43472
306,306,45014.43403
307,307,45014.43333
308,308,45014.43264
309,309,45014.43194
310,310,45014.43125
311,311,45014.43056
312,312,45014.42986
313,313,45014.42917
314,314,45014.42847
315,315,45014.42778
316,316,45014.42708
317,317,45014.42639
318,318,45014.42569
319,319,45014.425
320,320,45014.42431
321,321,45014.42361
322,322,45014.42292
323,323,45014.42222
324,324,45014.42153
325,325,45014.42083
326,326,45014.42014
327,327,45014.41944
328,328,45014.41875
329,329,45014.41806
330,330,45014.41736
331,331,45014.41667
332,332,45014.41597
333,333,45014.41528
334,334,45014.41458
335,335,45014.41389
336,336,45014.41319
337,337,45014.4125
338,338,45014.41181
339,339,45014.41111
340,340,45014.41042
341,341,45014.40972
342,342,45014.40903
343,343,45014.40833
344,344,45014.40764
345,345,45014.40694
346,346,45014.40625
347,347,45014.40556
348,348,45014.40486
349,349,45014.40417
350,350,45014.40347
351,351,45014.40278
352,352,45014.40208
353,353,45014.40139
354,354,45014.40069
355,355,45014.4
356,356,45014.39931
357,357,45014.39861
358,358,45014.39792
359,359,45014.39722
360,360,45014.39653
361,361,45014.39583
362,362,45014.39514
363,363,45014.39444
364,364,45014.39375
365,365,45014.39306
366,366,45014.39236
367,367,45014.39167
368,368,45014.39097
369,369,45014.39028
370,370,45014.38958
371,371,45014.38889
372,372,45014.38819
373,373,45014.3875
374,374,45014.38681
375,375,45014.38611
376,376,45014.38542
377,377,45014.38472
378,378,45014.38411
379,379,45014.38351
380,380,45014.38277
381,381,45014.3822
382,382,45014.3814
383,383,45014.38058
384,384,45014.37994
385,385,45014.37917
386,386,45014.37847
387,387,45014.37778
388,388,45014.37708
389,389,45014.37639
390,390,45014.37569
391,391,45014.375
392,392,45013.64677
393,393,45013.64615
394,394,45013.64514
395,395,45013.64444
396,396,45013.64375
397,397,45013.64306
398,398,45013.64236
399,399,45013.64167
400,400,45013.64097
401,401,45013.64028
402,402,45013.63958
403,403,45013.63889
404,404,45013.63819
405,405,45013.6375
406,406,45013.63681
407,407,45013.63611
408,408,45013.63542
409,409,45013.63472
410,410,45013.63403
411,411,45013.63333
412,412,45013.63264
413,413,45013.63194
414,414,45013.63125
415,415,45013.63056
416,416,45013.62986
417,417,45013.62917
418,418,45013.62847
419,419,45013.62778
420,420,45013.62708
421,421,45013.62639
422,422,45013.62569
423,423,45013.625
424,424,45013.62431
425,425,45013.62361
426,426,45013.62292
427,427,45013.62222
428,428,45013.62153
429,429,45013.62083
430,430,45013.62014
431,431,45013.61944
432,432,45013.61875
433,433,45013.61806
434,434,45013.61736
435,435,45013.61667
436,436,45013.61597
437,437,45013.61528
438,438,45013.61458
439,439,45013.61389
440,440,45013.61319
441,441,45013.6125
442,442,45013.61181
443,443,45013.61111
444,444,45013.61042
445,445,45013.60972
446,446,45013.60903
447,447,45013.60833
448,448,45013.60764
449,449,45013.60694
450,450,45013.60625
451,451,45013.60556
452,452,45013.60486
453,453,45013.60417
454,454,45013.60347
455,455,45013.60278
456,456,45013.60208
457,457,45013.60139
458,458,45013.60069
459,459,45013.6
460,460,45013.59931
461,461,45013.59861
462,462,45013.59792
463,463,45013.59722
464,464,45013.59653
465,465,45013.59583
466,466,45013.59514
467,467,45013.59444
468,468,45013.59375
469,469,45013.59306
470,470,45013.59236
471,471,45013.59167
472,472,45013.59097
473,473,45013.59028
474,474,45013.58958
475,475,45013.58889
476,476,45013.58819
477,477,45013.5875
478,478,45013.58681
479,479,45013.58611
480,480,45013.58542
481,481,45013.58472
482,482,45013.58403
483,483,45013.58333
484,484,45013.58264
485,485,45013.58194
486,486,45013.58125
487,487,45013.58056
488,488,45013.57986
489,489,45013.57917
490,490,45013.57847
491,491,45013.57778
492,492,45013.57708
493,493,45013.57639
494,494,45013.57569
495,495,45013.575
496,496,45013.57431
497,497,45013.57361
498,498,45013.57292
499,499,45013.57222
500,500,45013.57153
501,501,45013.57083
502,502,45013.57014
503,503,45013.56944
504,504,45013.56875
505,505,45013.56806
506,506,45013.56736
507,507,45013.56667
508,508,45013.56597
509,509,45013.56528
510,510,45013.56458
511,511,45013.56389
512,512,45013.56319
513,513,45013.5625
514,514,45013.56181
515,515,45013.56111
516,516,45013.56042
517,517,45013.55972
518,518,45013.55903
519,519,45013.55833
520,520,45013.55764
521,521,45013.55694
522,522,45013.55625
523,523,45013.55556
524,524,45013.55486
525,525,45013.55417
526,526,45013.55347
527,527,45013.55278
528,528,45013.55208
529,529,45013.55139
530,530,45013.55069
531,531,45013.55
532,532,45013.54931
533,533,45013.54861
534,534,45013.54792
535,535,45013.54722
536,536,45013.54653
537,537,45013.54583
538,538,45013.54514
539,539,45013.54444
540,540,45013.54375
541,541,45013.54306
542,542,45013.54236
543,543,45013.54167
544,544,45013.54097
545,545,45013.54028
546,546,45013.53958
547,547,45013.53889
548,548,45013.53819
549,549,45013.5375
550,550,45013.53681
551,551,45013.53611
552,552,45013.53542
553,553,45013.53472
554,554,45013.53403
555,555,45013.53333
556,556,45013.53264
557,557,45013.53194
558,558,45013.53125
559,559,45013.53056
560,560,45013.52986
561,561,45013.52917
562,562,45013.52847
563,563,45013.52778
564,564,45013.52708
565,565,45013.52639
566,566,45013.52569
567,567,45013.525
568,568,45013.52431
569,569,45013.52361
570,570,45013.52292
571,571,45013.52222
572,572,45013.52153
573,573,45013.52083
574,574,45013.52014
575,575,45013.51944
576,576,45013.51875
577,577,45013.51806
578,578,45013.51736
579,579,45013.51667
580,580,45013.51597
581,581,45013.51528
582,582,45013.51458
583,583,45013.51389
584,584,45013.51319
585,585,45013.5125
586,586,45013.51181
587,587,45013.51111
588,588,45013.51042
589,589,45013.50972
590,590,45013.50903
591,591,45013.50833
592,592,45013.50764
593,593,45013.50694
594,594,45013.50625
595,595,45013.50556
596,596,45013.50486
597,597,45013.50417
598,598,45013.50347
599,599,45013.50278
600,600,45013.50208
601,601,45013.50139
602,602,45013.50069
603,603,45013.5
604,604,45013.49931
605,605,45013.49861
606,606,45013.49792
607,607,45013.49722
608,608,45013.49653
609,609,45013.49583
610,610,45013.49514
611,611,45013.49444
612,612,45013.49375
613,613,45013.49306
614,614,45013.49236
615,615,45013.49167
616,616,45013.49097
617,617,45013.49028
618,618,45013.48958
619,619,45013.48889
620,620,45013.48819
621,621,45013.4875
622,622,45013.48681
623,623,45013.48611
624,624,45013.48542
625,625,45013.48472
626,626,45013.48403
627,627,45013.48333
628,628,45013.48264
629,629,45013.48194
630,630,45013.48125
631,631,45013.48056
632,632,45013.47986
633,633,45013.47917
634,634,45013.47847
635,635,45013.47778
636,636,45013.47708
637,637,45013.47639
638,638,45013.47569
639,639,45013.475
640,640,45013.47431
641,641,45013.47361
642,642,45013.47292
643,643,45013.47222
644,644,45013.47153
645,645,45013.47083
646,646,45013.47014
647,647,45013.46944
648,648,45013.46875
649,649,45013.46806
650,650,45013.46736
651,651,45013.46667
652,652,45013.46597
653,653,45013.46528
654,654,45013.46458
655,655,45013.46389
656,656,45013.46319
657,657,45013.4625
658,658,45013.46181
659,659,45013.46111
660,660,45013.46042
661,661,45013.45972
662,662,45013.45903
663,663,45013.45833
664,664,45013.45764
665,665,45013.45694
666,666,45013.45625
667,667,45013.45556
668,668,45013.45486
669,669,45013.45417
670,670,45013.45347
671,671,45013.45278
672,672,45013.45208
673,673,45013.45139
674,674,45013.45069
675,675,45013.45
676,676,45013.44931
677,677,45013.44861
678,678,45013.44792
679,679,45013.44722
680,680,45013.44653
681,681,45013.44583
682,682,45013.44514
683,683,45013.44444
684,684,45013.44375
685,685,45013.44306
686,686,45013.44236
687,687,45013.44167
688,688,45013.44097
689,689,45013.44028
690,690,45013.43958
691,691,45013.43889
692,692,45013.43819
693,693,45013.4375
694,694,45013.43681
695,695,45013.43611
696,696,45013.43542
697,697,45013.43472
698,698,45013.43403
699,699,45013.43333
700,700,45013.43264
701,701,45013.43194
702,702,45013.43125
703,703,45013.43056
704,704,45013.42986
705,705,45013.42917
706,706,45013.42847
707,707,45013.42778
708,708,45013.42708
709,709,45013.42639
710,710,45013.42569
711,711,45013.425
712,712,45013.42431
713,713,45013.42361
714,714,45013.42292
715,715,45013.42222
716,716,45013.42153
717,717,45013.42083
718,718,45013.42014
719,719,45013.41944
720,720,45013.41875
721,721,45013.41806
722,722,45013.41736
723,723,45013.41667
724,724,45013.41597
725,725,45013.41528
726,726,45013.41458
727,727,45013.41389
728,728,45013.41319
729,729,45013.4125
730,730,45013.41181
731,731,45013.41111
732,732,45013.41042
733,733,45013.40972
734,734,45013.40903
735,735,45013.40833
736,736,45013.40764
737,737,45013.40694
738,738,45013.40625
739,739,45013.40556
740,740,45013.40486
741,741,45013.40417
742,742,45013.40347
743,743,45013.40278
744,744,45013.40208
745,745,45013.40139
746,746,45013.40069
747,747,45013.4
748,748,45013.39931
749,749,45013.39861
750,750,45013.39792
751,751,45013.39722
752,752,45013.39653
753,753,45013.39583
754,754,45013.39514
755,755,45013.39444
756,756,45013.39375
757,757,45013.39306
758,758,45013.39236
759,759,45013.39167
760,760,45013.39097
761,761,45013.39028
762,762,45013.38958
763,763,45013.38889
764,764,45013.38819
765,765,45013.3875
766,766,45013.38681
767,767,45013.38611
768,768,45013.38542
769,769,45013.38472
770,770,45013.38413
771,771,45013.38334
772,772,45013.38293
773,773,45013.38199
774,774,45013.38127
775,775,45013.38056
776,776,45013.37986
777,777,45013.37917
778,778,45013.37847
779,779,45013.37778
780,780,45013.37708
781,781,45013.37639
782,782,45013.37569
783,783,45013.375
784,784,45012.64653
785,785,45012.64618
786,786,45012.64514
787,787,45012.64444
788,788,45012.64375
789,789,45012.64306
790,790,45012.64236
791,791,45012.64167
792,792,45012.64097
793,793,45012.64028
794,794,45012.63958
795,795,45012.63889
796,796,45012.63819
797,797,45012.6375
798,798,45012.63681
799,799,45012.63611
800,800,45012.63542
801,801,45012.63472
802,802,45012.63403
803,803,45012.63333
804,804,45012.63264
805,805,45012.63194
806,806,45012.63125
807,807,45012.63056
808,808,45012.62986
809,809,45012.62917
810,810,45012.62847
811,811,45012.62778
812,812,45012.62708
813,813,45012.62639
814,814,45012.62569
815,815,45012.625
816,816,45012.62431
817,817,45012.62361
818,818,45012.62292
819,819,45012.62222
820,820,45012.62153
821,821,45012.62083
822,822,45012.62014
823,823,45012.61944
824,824,45012.61875
825,825,45012.61806
826,826,45012.61736
827,827,45012.61667
828,828,45012.61597
829,829,45012.61528
830,830,45012.61458
831,831,45012.61389
832,832,45012.61319
833,833,45012.6125
834,834,45012.61181
835,835,45012.61111
836,836,45012.61042
837,837,45012.60972
838,838,45012.60903
839,839,45012.60833
840,840,45012.60764
841,841,45012.60694
842,842,45012.60625
843,843,45012.60556
844,844,45012.60486
845,845,45012.60417
846,846,45012.60347
847,847,45012.60278
848,848,45012.60208
849,849,45012.60139
850,850,45012.60069
851,851,45012.6
852,852,45012.59931
853,853,45012.59861
854,854,45012.59792
855,855,45012.59722
856,856,45012.59653
857,857,45012.59583
858,858,45012.59514
859,859,45012.59444
860,860,45012.59375
861,861,45012.59306
862,862,45012.59236
863,863,45012.59167
864,864,45012.59097
865,865,45012.59028
866,866,45012.58958
867,867,45012.58889
868,868,45012.58819
869,869,45012.5875
870,870,45012.58681
871,871,45012.58611
872,872,45012.58542
873,873,45012.58472
874,874,45012.58403
875,875,45012.58333
876,876,45012.58264
877,877,45012.58194
878,878,45012.58125
879,879,45012.58056
880,880,45012.57986
881,881,45012.57917
882,882,45012.57847
883,883,45012.57778
884,884,45012.57708
885,885,45012.57639
886,886,45012.57569
887,887,45012.575
888,888,45012.57431
889,889,45012.57361
890,890,45012.57292
891,891,45012.57222
892,892,45012.57153
893,893,45012.57083
894,894,45012.57014
895,895,45012.56944
896,896,45012.56875
897,897,45012.56806
898,898,45012.56736
899,899,45012.56667
900,900,45012.56597
901,901,45012.56528
902,902,45012.56458
903,903,45012.56389
904,904,45012.56319
905,905,45012.5625
906,906,45012.56181
907,907,45012.56111
908,908,45012.56042
909,909,45012.55972
910,910,45012.55903
911,911,45012.55833
912,912,45012.55764
913,913,45012.55694
914,914,45012.55625
915,915,45012.55556
916,916,45012.55486
917,917,45012.55417
918,918,45012.55347
919,919,45012.55278
920,920,45012.55208
921,921,45012.55139
922,922,45012.55069
923,923,45012.55
924,924,45012.54931
925,925,45012.54861
926,926,45012.54792
927,927,45012.54722
928,928,45012.54653
929,929,45012.54583
930,930,45012.54514
931,931,45012.54444
932,932,45012.54375
933,933,45012.54306
934,934,45012.54236
935,935,45012.54167
936,936,45012.54097
937,937,45012.54028
938,938,45012.53958
939,939,45012.53889
940,940,45012.53819
941,941,45012.5375
942,942,45012.53681
943,943,45012.53611
944,944,45012.53542
945,945,45012.53472
946,946,45012.53403
947,947,45012.53333
948,948,45012.53264
949,949,45012.53194
950,950,45012.53125
951,951,45012.53056
952,952,45012.52986
953,953,45012.52917
954,954,45012.52847
955,955,45012.52778
956,956,45012.52708
957,957,45012.52639
958,958,45012.52569
959,959,45012.525
960,960,45012.52431
961,961,45012.52361
962,962,45012.52292
963,963,45012.52222
964,964,45012.52153
965,965,45012.52083
966,966,45012.52014
967,967,45012.51944
968,968,45012.51875
969,969,45012.51806
970,970,45012.51736
971,971,45012.51667
972,972,45012.51597
973,973,45012.51528
974,974,45012.51458
975,975,45012.51389
976,976,45012.51319
977,977,45012.5125
978,978,45012.51181
979,979,45012.51111
980,980,45012.51042
981,981,45012.50972
982,982,45012.50903
983,983,45012.50833
984,984,45012.50764
985,985,45012.50694
986,986,45012.50625
987,987,45012.50556
988,988,45012.50486
989,989,45012.50417
990,990,45012.50347
991,991,45012.50278
992,992,45012.50208
993,993,45012.50139
994,994,45012.50069
995,995,45012.5
996,996,45012.49931
997,997,45012.49861
998,998,45012.49792
999,999,45012.49722
1000,1000,45012.49653
1001,1001,45012.49583
1002,1002,45012.49514
1003,1003,45012.49444
1004,1004,45012.49375
1005,1005,45012.49306
1006,1006,45012.49236
1007,1007,45012.49167
1008,1008,45012.49097
1009,1009,45012.49028
1010,1010,45012.48958
1011,1011,45012.48889
1012,1012,45012.48819
1013,1013,45012.4875
1014,1014,45012.48681
1015,1015,45012.48611
1016,1016,45012.48542
1017,1017,45012.48472
1018,1018,45012.48403
1019,1019,45012.48333
1020,1020,45012.48264
1021,1021,45012.48194
1022,1022,45012.48125
1023,1023,45012.48056
1024,1024,45012.47986
1025,1025,45012.47917
1026,1026,45012.47847
1027,1027,45012.47778
1028,1028,45012.47708
1029,1029,45012.47639
1030,1030,45012.47569
1031,1031,45012.475
1032,1032,45012.47431
1033,1033,45012.47361
1034,1034,45012.47292
1035,1035,45012.47222
1036,1036,45012.47153
1037,1037,45012.47083
1038,1038,45012.47014
1039,1039,45012.46944
1040,1040,45012.46875
1041,1041,45012.46806
1042,1042,45012.46736
1043,1043,45012.46667
1044,1044,45012.46597
1045,1045,45012.46528
1046,1046,45012.46458
1047,1047,45012.46389
1048,1048,45012.46319
1049,1049,45012.4625
1050,1050,45012.46181
1051,1051,45012.46111
1052,1052,45012.46042
1053,1053,45012.45972
1054,1054,45012.45903
1055,1055,45012.45833
1056,1056,45012.45764
1057,1057,45012.45694
1058,1058,45012.45625
1059,1059,45012.45556
1060,1060,45012.45486
1061,1061,45012.45417
1062,1062,45012.45347
1063,1063,45012.45278
1064,1064,45012.45208
1065,1065,45012.45139
1066,1066,45012.45069
1067,1067,45012.45
1068,1068,45012.44931
1069,1069,45012.44861
1070,1070,45012.44792
1071,1071,45012.44722
1072,1072,45012.44653
1073,1073,45012.44583
1074,1074,45012.44514
1075,1075,45012.44444
1076,1076,45012.44375
1077,1077,45012.44306
1078,1078,45012.44236
1079,1079,45012.44167
1080,1080,45012.44097
1081,1081,45012.44028
1082,1082,45012.43958
1083,1083,45012.43889
1084,1084,45012.43819
1085,1085,45012.4375
1086,1086,45012.43681
1087,1087,45012.43611
1088,1088,45012.43542
1089,1089,45012.43472
1090,1090,45012.43403
1091,1091,45012.43333
1092,1092,45012.43264
1093,1093,45012.43194
1094,1094,45012.43125
1095,1095,45012.43056
1096,1096,45012.42986
1097,1097,45012.42917
1098,1098,45012.42847
1099,1099,45012.42778
1100,1100,45012.42708
1101,1101,45012.42639
1102,1102,45012.42569
1103,1103,45012.425
1104,1104,45012.42431
1105,1105,45012.42361
1106,1106,45012.42292
1107,1107,45012.42222
1108,1108,45012.42153
1109,1109,45012.42083
1110,1110,45012.42014
1111,1111,45012.41944
1112,1112,45012.41875
1113,1113,45012.41806
1114,1114,45012.41736
1115,1115,45012.41667
1116,1116,45012.41597
1117,1117,45012.41528
1118,1118,45012.41458
1119,1119,45012.41389
1120,1120,45012.41319
1121,1121,45012.4125
1122,1122,45012.41181
1123,1123,45012.41111
1124,1124,45012.41042
1125,1125,45012.40972
1126,1126,45012.40903
1127,1127,45012.40833
1128,1128,45012.40764
1129,1129,45012.40694
1130,1130,45012.40625
1131,1131,45012.40556
1132,1132,45012.40486
1133,1133,45012.40417
1134,1134,45012.40347
1135,1135,45012.40278
1136,1136,45012.40208
1137,1137,45012.40139
1138,1138,45012.40069
1139,1139,45012.4
1140,1140,45012.39931
1141,1141,45012.39861
1142,1142,45012.39792
1143,1143,45012.39722
1144,1144,45012.39653
1145,1145,45012.39583
1146,1146,45012.39514
1147,1147,45012.39444
1148,1148,45012.39375
1149,1149,45012.39306
1150,1150,45012.39236
1151,1151,45012.39167
1152,1152,45012.39097
1153,1153,45012.39028
1154,1154,45012.38958
1155,1155,45012.38889
1156,1156,45012.38819
1157,1157,45012.3875
1158,1158,45012.38681
1159,1159,45012.38611
1160,1160,45012.38542
1161,1161,45012.37917
1162,1162,45012.37847
1163,1163,45012.37778
1164,1164,45012.37708
1165,1165,45012.37639
1166,1166,45012.37569
1167,1167,45012.375
1168,1168,45009.64653
1169,1169,45009.64627
1170,1170,45009.64514
1171,1171,45009.64444
1172,1172,45009.64375
1173,1173,45009.64306
1174,1174,45009.64236
1175,1175,45009.64167
1176,1176,45009.64097
1177,1177,45009.64028
1178,1178,45009.63958
1179,1179,45009.63889
1180,1180,45009.63819
1181,1181,45009.6375
1182,1182,45009.63681
1183,1183,45009.63611
1184,1184,45009.63542
1185,1185,45009.63472
1186,1186,45009.63403
1187,1187,45009.63333
1188,1188,45009.63264
1189,1189,45009.63194
1190,1190,45009.63125
1191,1191,45009.63056
1192,1192,45009.62986
1193,1193,45009.62917
1194,1194,45009.62847
1195,1195,45009.62778
1196,1196,45009.62708
1197,1197,45009.62639
1198,1198,45009.62569
1199,1199,45009.625
1200,1200,45009.62431
1201,1201,45009.62361
1202,1202,45009.62292
1203,1203,45009.62222
1204,1204,45009.62153
1205,1205,45009.62083
1206,1206,45009.62014
1207,1207,45009.61944
1208,1208,45009.61875
1209,1209,45009.61806
1210,1210,45009.61736
1211,1211,45009.61667
1212,1212,45009.61597
1213,1213,45009.61528
1214,1214,45009.61458
1215,1215,45009.61389
1216,1216,45009.61319
1217,1217,45009.6125
1218,1218,45009.61181
1219,1219,45009.61111
1220,1220,45009.61042
1221,1221,45009.60972
1222,1222,45009.60903
1223,1223,45009.60833
1224,1224,45009.60764
1225,1225,45009.60694
1226,1226,45009.60625
1227,1227,45009.60556
1228,1228,45009.60486
1229,1229,45009.60417
1230,1230,45009.60347
1231,1231,45009.60278
1232,1232,45009.60208
1233,1233,45009.60139
1234,1234,45009.60069
1235,1235,45009.6
1236,1236,45009.59931
1237,1237,45009.59861
1238,1238,45009.59792
1239,1239,45009.59722
1240,1240,45009.59653
1241,1241,45009.59583
1242,1242,45009.59514
1243,1243,45009.59444
1244,1244,45009.59375
1245,1245,45009.59306
1246,1246,45009.59236
1247,1247,45009.59167
1248,1248,45009.59097
1249,1249,45009.59028
1250,1250,45009.58958
1251,1251,45009.58889
1252,1252,45009.58819
1253,1253,45009.5875
1254,1254,45009.58681
1255,1255,45009.58611
1256,1256,45009.58542
1257,1257,45009.58472
1258,1258,45009.58403
1259,1259,45009.58333
1260,1260,45009.58264
1261,1261,45009.58194
1262,1262,45009.58125
1263,1263,45009.58056
1264,1264,45009.57986
1265,1265,45009.57917
1266,1266,45009.57847
1267,1267,45009.57778
1268,1268,45009.57708
1269,1269,45009.57639
1270,1270,45009.57569
1271,1271,45009.575
1272,1272,45009.57431
1273,1273,45009.57361
1274,1274,45009.57292
1275,1275,45009.57222
1276,1276,45009.57153
1277,1277,45009.57083
1278,1278,45009.57014
1279,1279,45009.56944
1280,1280,45009.56875
1281,1281,45009.56806
1282,1282,45009.56736
1283,1283,45009.56667
1284,1284,45009.56597
1285,1285,45009.56528
1286,1286,45009.56458
1287,1287,45009.56389
1288,1288,45009.56319
1289,1289,45009.5625
1290,1290,45009.56181
1291,1291,45009.56111
1292,1292,45009.56042
1293,1293,45009.55972
1294,1294,45009.55903
1295,1295,45009.55833
1296,1296,45009.55764
1297,1297,45009.55694
1298,1298,45009.55625
1299,1299,45009.55556
1300,1300,45009.55486
1301,1301,45009.55417
1302,1302,45009.55347
1303,1303,45009.55278
1304,1304,45009.55208
1305,1305,45009.55139
1306,1306,45009.55069
1307,1307,45009.55
1308,1308,45009.54931
1309,1309,45009.54861
1310,1310,45009.54792
1311,1311,45009.54722
1312,1312,45009.54653
1313,1313,45009.54583
1314,1314,45009.54514
1315,1315,45009.54444
1316,1316,45009.54375
1317,1317,45009.54306
1318,1318,45009.54236
1319,1319,45009.54167
1320,1320,45009.54097
1321,1321,45009.54028
1322,1322,45009.53958
1323,1323,45009.53889
1324,1324,45009.53819
1325,1325,45009.5375
1326,1326,45009.53681
1327,1327,45009.53611
1328,1328,45009.53542
1329,1329,45009.53472
1330,1330,45009.53403
1331,1331,45009.53333
1332,1332,45009.53264
1333,1333,45009.53194
